guid	Item_No	Term	Category	title	Skill_Level	Instructor	Day	Age_Group	Time	ClassDate	Weeks	Model_Fee	Lab_Fee	Price	body	
3275	8.95	WS	Workshop	Photographing Your Artwork	OPEN	Allan Pierce	Saturday	Adults	1:00 - 4:00 PM	13-Dec				60	This workshop is for artists and students who want to share images of their artwork. Whether you want to apply to galleries, to a juried exhibition or just want to share images with friends on Facebook, this workshop is invaluable. Learn how to set up and light the artwork to be photographed, to understand resolution (dpi vs. pixels) and also to explore techniques for enhancing the image through software adjustments. 	
3276	8.93	WS	Workshop	Portrait Drawing in Charcoal	OPEN	Bryan Drury	Sunday	Adults	12:00 - 2:00 PM	9-Nov				20	Visiting artist Bryan Drury will present a demonstration of his expert technique of portrait charcoal drawing. Mr. Drury?s paintings and drawings are on exhibit in the Boca Raton Museum November 11 to January 11, 2015.	
3277	8.91	WS	Workshop	Techniques of Oil Painting	OPEN	Walter O'Neill	Sunday	Adults	1:00 - 2:30 PM	5-Oct				20	Using the artworks in the Boca Raton Museum, examine and discuss a range of traditional techniques artists employ for specific effects or creating a mood, including alla prima, scumbling, and using the palette knife. Meets at the Boca Raton Museum of Art.	
3278	6.13	1	Youth	Youth Cartooning and Comics	OPEN	Amy Berkowitz	Tuesday	Ages 8-12	4:00 - 5:30 PM	09/09 - 10/21	7			150	Learn the elements of successful cartooning and graphic novel narration with a fine art sensibility. Create a character using techniques of shading, color and composition. Use a visual painterly approach to cartooning and learn the foundations of fine art skills. Each session explores different skills, including line drawings, painting or storyboarding.	
3279	6.13	2	Youth	Youth Cartooning and Comics	OPEN	Amy Berkowitz	Tuesday	Ages 8-12	4:00 - 5:30 PM	10/28 - 12/16	8			165	Learn the elements of successful cartooning and graphic novel narration with a fine art sensibility. Create a character using techniques of shading, color and composition. Use a visual painterly approach to cartooning and learn the foundations of fine art skills. Each session explores different skills, including line drawings, painting or storyboarding.	
3280	6.25	1	Youth	Youth Everything Clay	OPEN	Catalina Hoffman	Monday	Ages 6-8	4:00 - 5:30 PM	09/08 - 10/13	6			130	Learn everything about creating in clay including shaping and glazing (paint) techniques to make bowls, cups or sculptures.	
3281	6.25	2	Youth	Youth Everything Clay	OPEN	Catalina Hoffman	Monday	Ages 6-8	4:00 - 5:30 PM	10/27 - 12/8	7			165	Learn everything about creating in clay including shaping and glazing (paint) techniques to make bowls, cups or sculptures.	
3282	6.26	1	Youth	Youth Everything Clay	OPEN	Catalina Hoffman	Thursday	Ages 9-12	4:00 - 5:30 PM	09/11 - 10/23	7			150	Learn everything about creating in clay including shaping and glazing (paint) techniques to make bowls, cups or sculptures.	
3283	6.26	2	Youth	Youth Everything Clay	OPEN	Catalina Hoffman	Thursday	Ages 9-12	4:00 - 5:30 PM	10/30 - 12/11	7			150	Learn everything about creating in clay including shaping and glazing (paint) techniques to make bowls, cups or sculptures.	
3284	6.1	1	Youth	Youth Explorations in Art	OPEN	Eydi Lampasona	Wednesday	Ages 5-7	4:00 - 5:30 PM	09/10 - 10/22	7			150	Exercise your imagination while learning how to draw, paint and use mixed media in this active art studio. Learn art skills, art vocabulary and a little art history. Art materials and projects are geared to specific age groups. These courses vary each term and can be taken repeatedly. Each instructor has her own focus.	
3285	6.1	2	Youth	Youth Explorations in Art	OPEN	Eydi Lampasona	Wednesday	Ages 5-7	4:00 - 5:30 PM	10/29 - 12/17	8			165	Exercise your imagination while learning how to draw, paint and use mixed media in this active art studio. Learn art skills, art vocabulary and a little art history. Art materials and projects are geared to specific age groups. These courses vary each term and can be taken repeatedly. Each instructor has her own focus.	
3286	6.11	1	Youth	Youth Explorations in Art	OPEN	Eydi Lampasona	Friday	Ages 5-7	4:00 - 5:30 PM	09/12 - 10/24	7			150	Exercise your imagination while learning how to draw, paint and use mixed media in this active art studio. Learn art skills, art vocabulary and a little art history. Art materials and projects are geared to specific age groups. These courses vary each term and can be taken repeatedly. Each instructor has her own focus.	
3287	6.11	2	Youth	Youth Explorations in Art	OPEN	Eydi Lampasona	Friday	Ages 5-7	4:00 - 5:30 PM	10/31 - 12/12	7			150	Exercise your imagination while learning how to draw, paint and use mixed media in this active art studio. Learn art skills, art vocabulary and a little art history. Art materials and projects are geared to specific age groups. These courses vary each term and can be taken repeatedly. Each instructor has her own focus.	
3288	6.12	1	Youth	Youth Explorations in Art	OPEN	Maria Weiss	Thursday	Ages 8-12	4:00 - 5:30 PM	09/11 - 10/23	7			150	Exercise your imagination while learning how to draw, paint and use mixed media in this active art studio. Learn art skills, art vocabulary and a little art history. Art materials and projects are geared to specific age groups. These courses vary each term and can be taken repeatedly. Each instructor has her own focus.	
3289	6.12	2	Youth	Youth Explorations in Art	OPEN	Maria Weiss	Thursday	Ages 8-12	4:00 - 5:30 PM	10/30 - 12/11	7			150	Exercise your imagination while learning how to draw, paint and use mixed media in this active art studio. Learn art skills, art vocabulary and a little art history. Art materials and projects are geared to specific age groups. These courses vary each term and can be taken repeatedly. Each instructor has her own focus.	
3290	6.21	1	Youth	Youth Explorations in Art	OPEN	Maria Weiss	Tuesday	Ages 5-7	4:00 - 5:30 PM	09/09 - 10/21	7			150	Exercise your imagination while learning how to draw, paint and use mixed media in this active art studio. Learn art skills, art vocabulary and a little art history. Art materials and projects are geared to specific age groups. These courses vary each term and can be taken repeatedly. Each instructor has her own focus.	
3291	6.21	2	Youth	Youth Explorations in Art	OPEN	Maria Weiss	Tuesday	Ages 5-7	4:00 - 5:30 PM	10/28 - 12/16	8			165	Exercise your imagination while learning how to draw, paint and use mixed media in this active art studio. Learn art skills, art vocabulary and a little art history. Art materials and projects are geared to specific age groups. These courses vary each term and can be taken repeatedly. Each instructor has her own focus.	
3292	6.23	1	Youth	Youth Explorations in Art	OPEN	Maria Weiss	Monday	Ages 8-12	4:00 - 5:30 PM	09/08 - 10/13	6			130	Exercise your imagination while learning how to draw, paint and use mixed media in this active art studio. Learn art skills, art vocabulary and a little art history. Art materials and projects are geared to specific age groups. These courses vary each term and can be taken repeatedly. Each instructor has her own focus.	
3293	6.23	2	Youth	Youth Explorations in Art	OPEN	Maria Weiss	Monday	Ages 8-12	4:00 - 5:30 PM	10/27 - 12/15	8			165	Exercise your imagination while learning how to draw, paint and use mixed media in this active art studio. Learn art skills, art vocabulary and a little art history. Art materials and projects are geared to specific age groups. These courses vary each term and can be taken repeatedly. Each instructor has her own focus.	
3294	6.24	1	Youth	Youth Explorations in Art	OPEN	Christine Lyons	Friday	Ages 9-12	4:00 - 5:30 PM	09/12 - 10/24	7			150	Exercise your imagination while learning how to draw, paint and use mixed media in this active art studio. Learn art skills, art vocabulary and a little art history. Art materials and projects are geared to specific age groups. These courses vary each term and can be taken repeatedly. Each instructor has her own focus.	
3295	6.24	2	Youth	Youth Explorations in Art	OPEN	Christine Lyons	Friday	Ages 9-12	4:00 - 5:30 PM	10/31 - 12/12	7			150	Exercise your imagination while learning how to draw, paint and use mixed media in this active art studio. Learn art skills, art vocabulary and a little art history. Art materials and projects are geared to specific age groups. These courses vary each term and can be taken repeatedly. Each instructor has her own focus.	
3296	6.41	1	Youth	Youth Explorations in Art	OPEN	Christine Lyons	Saturday	Ages 6-8	9:00 - 10:30 AM	09/13 - 10/18	6			130	Exercise your imagination while learning how to draw, paint and use mixed media in this active art studio. Learn art skills, art vocabulary and a little art history. Art materials and projects are geared to specific age groups. These courses vary each term and can be taken repeatedly. Each instructor has her own focus.	
3297	6.41	2	Youth	Youth Explorations in Art	OPEN	Christine Lyons	Saturday	Ages 6-8	9:00 - 10:30 AM	11/1 - 12/13	7			150	Exercise your imagination while learning how to draw, paint and use mixed media in this active art studio. Learn art skills, art vocabulary and a little art history. Art materials and projects are geared to specific age groups. These courses vary each term and can be taken repeatedly. Each instructor has her own focus.	
3298	6.42	1	Youth	Youth Explorations in Art	OPEN	Christine Lyons	Saturday	Ages 9-12	10:45 AM -12:15 PM	09/13 - 10/18	6			130	Exercise your imagination while learning how to draw, paint and use mixed media in this active art studio. Learn art skills, art vocabulary and a little art history. Art materials and projects are geared to specific age groups. These courses vary each term and can be taken repeatedly. Each instructor has her own focus.	
3299	6.42	2	Youth	Youth Explorations in Art	OPEN	Christine Lyons	Saturday	Ages 9-12	10:45 AM -12:15 PM	11/1 - 12/13	7			150	Exercise your imagination while learning how to draw, paint and use mixed media in this active art studio. Learn art skills, art vocabulary and a little art history. Art materials and projects are geared to specific age groups. These courses vary each term and can be taken repeatedly. Each instructor has her own focus.	
3300	6.6	1	Youth	Youth Jewelry Making	OPEN	Christine Lyons	Thursday	Ages 8-12	4:00 - 5:30 PM	09/11 - 10/23	7			150	Students learn elementary jewelry techniques such as making a clasp, creating chain and jump rings, and wire wrapping. Materials include leather, metal, wire, fiber, buttons, beads and stones to make cool, funky jewelry.	
3301	6.6	2	Youth	Youth Jewelry Making	OPEN	Christine Lyons	Thursday	Ages 8-12	4:00 - 5:30 PM	10/30 - 12/11	7			150	Students learn elementary jewelry techniques such as making a clasp, creating chain and jump rings, and wire wrapping. Materials include leather, metal, wire, fiber, buttons, beads and stones to make cool, funky jewelry.	
